Var_Name,Var_Label
BYTM43,Additional part-time job related to education (math)
BYTM44A,Importance of home background to student success (math)
BYTM44B,Importance of intellectual ability to student success (math)
BYTM44C,Importance of student^s enthusiasm to student success (math)
BYTM44D,Importance of teacher^s attention to student success (math)
BYTM44E,Importance of teaching methods to student success (math)
BYTM44F,Importance of teacher^s enthusiasm to student success (math)
BYTM45A,People can learn to be good at math (math)
BYTM45B,People must be born with math ability (math)
BYTM47,Date teacher questionnaire completed (math)
BYTMHDEG,Highest degree earned by math teacher
BYTSTREL,BY teacher-student relations
BYTVVIGM,BY hrs/day watching TV/videos/playing video games (weekdays)
BYTX1MPP,Mathematics proficiency probability at level 1
BYTX1RPP,Reading proficiency probability at level 1
BYTX2MPP,Mathematics proficiency probability at level 2
BYTX2RPP,Reading proficiency probability at level 2
BYTX3MPP,Mathematics proficiency probability at level 3
BYTX3RPP,Reading proficiency probability at level 3
BYTX4MPP,Mathematics proficiency probability at level 4
BYTX5MPP,Mathematics proficiency probability at level 5
BYTXACC,Base year test accommodations
BYTXCQU,Standardized composite test quartile (1=low)
BYTXCSTD,Standardized test composite score-math/reading
BYTXMIRR,Math IRT estimated number right
BYTXMQU,Mathematics quartile (1=low)
BYTXMSTD,Math test standardized score
BYTXPAFG,Base year parent questionnaire and test in at least one subject
BYTXRIRR,Reading IRT estimated number right
BYTXRQU,Reading quartile (1=low)
BYTXRSTD,Reading test standardized score
BYTXSTAT,Base year test score status
BYURBAN,School urbanicity
BYWORKSY,Student held job for pay during 2001-2002 school year
BYWRKHRS,BY hours worked per week during 01-02 school year
BYWRTNGA,Student writing ability (teacher-reported)
BYXTRACU,Number of school-sponsored activities participated in 01-02
F1A02,# of days in school year for 12th graders
F1A03,Type of academic calendar
F1A04AA,Academic courses are block scheduled
F1A04AB,# of minutes in block for academic courses
F1A04BA,Vocational/technical courses are block scheduled
F1A04BB,# of minutes in block for vocational/technical courses
F1A04CA,Other courses are block scheduled
F1A04CB,# of minutes in block for other courses
F1A05A,Students in area or district attend the school
F1A05B,Students in area or district attend the school/transfers allowed
F1A05C,Students assigned to school to achieve racial/ethnic composition
F1A05D,Students admitted to school based on test/audition/other criterion
F1A05E,Students admitted to school based on lottery/random selection
F1A05F,Students admitted on first-come first-serve basis
F1A06A,Influence of teachers on selecting 12th grader^s courses
F1A06B,Influence of department head on selecting 12th grader^s courses
F1A06C,Influence of counselors on selecting 12th grader^s courses
F1A06D,Influence of coaches on selecting 12th grader^s courses
F1A06E,Influence of parents on selecting 12th grader^s courses
F1A06F,Influence of student^s preferences on selecting 12th grader^s courses
F1A06G,Influence of student^s grades on selecting 12th grader^s courses
F1A06H,Influence of student^s test scores on selecting 12th grader^s courses
F1A06I,Influence of student attendance on selecting 12th grader^s courses
F1A06J,Influence of special education on selecting 12th grader^s courses
F1A06K,Influence of potential for dropout on selecting 12th grader^s courses
F1A07A,Years of English coursework required to graduate
F1A07B,Years of mathematics coursework required to graduate
F1A07C,Years of science coursework required to graduate
F1A07D,Years of history/social studies coursework required to graduate
F1A07E,Years of computer coursework required to graduate
F1A07F,Years of foreign language coursework required to graduate
F1A07G,Years of fine arts coursework required to graduate
F1A07H,Years of physical education/health coursework required to graduate
F1A08A,School confers regular/honors diplomas
F1A08B,School confers International Baccalaureate diplomas
F1A08C,School confers diplomas with special education adjustments
F1A08D,School confers diplomas with vocational/technical skills certificate
F1A08E,School confers certificates of attendance
F1A08F,School confers GED/other equivalency
F1A09,Minimum GPA required to participate in school activities
F1A10,Availability of a vocational/technical program
F1A11A,Student request used to decide enrollment in vocational program
F1A11B,Parent request used to decide enrollment in vocational program
F1A11C,Counselor referral used to decide enrollment in vocational program
F1A11D,Teacher referral used to decide enrollment in vocational program
F1A11E,Academic performance used to decide enrollment in vocational program
F1A11F,Attendance record used to decide enrollment in vocational program
F1A11G,Special education need used to decide enrollment in vocational program
F1A11H,Potential for dropout used to decide enrollment in vocational program
F1A11I,Lottery/random choice used to decide enrollment in vocational program
F1A12A,# of occupational courses defines vocational/technical completers
F1A12B,Specific academic coursework defines vocational/technical completers
F1A12C,District/state assessment defines vocational/technical completers
F1A12D,Industry-recognized credential defines vocational/technical completers
F1A13A,Vocational interest/ability assessments are available
F1A13B,Job placement services are available
F1A13C,Career days/job fairs are available
F1A13D,Career/employment readiness workshops are available
F1A13E,School-arranged interviews with employers are available
F1A13F,Selection of career major/pathways are available
F1A14,Class of 2004 must pass a test for high school diploma
F1A15A,Math is on grade 12 competency test
F1A15B,Science is on grade 12 competency test
F1A15C,Reading is on grade 12 competency test
F1A15D,Composition/writing is on grade 12 competency test
F1A15E,History/civics/social studies is on grade 12 competency test
F1A15F,Computer skills are on grade 12 competency test
F1A16,% fail competency test on first attempt
F1A17A,Retake competency test if failed
F1A17B,Take remedial class if fail competency test
F1A17C,Complete competency test preparation class if fail
F1A17D,Tutoring/individualized academic program if fail competency test
F1A17E,Summer school if fail competency test
F1A17F,Referred to alternative/continuing ed school if fail competency test
F1A18A,% 12th graders in general high school program
F1A18B,% 12th graders in college prep/specialized academic program
F1A18C,% 12th graders in voc/tech/business program
F1A19A,% of 2003 graduates went to 4-year colleges
F1A19B,% of 2003 graduates went to 2-year colleges/vocational school
F1A19C,% of 2003 graduates entered labor market or military
F1A19D,% of 2003 graduates did something else
F1A20A,% of 12th graders attend college application programs
F1A20B,% of 12th graders attend programs on financial aid
F1A20C,% of 12th graders attend school SAT/ACT courses
F1A20D,% of 12th graders attend college fairs
F1A20E,% of 12th graders attend meetings with college representative
F1A20F,% of 12th graders participate in Talent Search
F1A20G,% of 12th graders participate in Upward Bound
F1A20H,% of 12th graders in other program for minority/disadvantaged
F1A21A,Vocational counseling/services/programs offered
F1A21B,Home visits by teachers offered
F1A21C,Peer tutoring offered
F1A21D,School-sponsored community service offered
F1A21E,Individual/family psychological counseling offered
F1A21F,Programs for pregnant girls/teenage mothers offered
F1A22B,% of student body is LEP or non-English proficient
F1A22C,% of student body receives special education services
F1A22D,% of student body in alternative program
F1A22E,% of student body in dropout prevention program
F1A22F,% of student body in Advanced Placement courses
F1A22G,% of student body in International Baccalaureate program
F1A23,School has dropout prevention program
F1A24A,Dropout prevention is recommended on basis of absentee record
F1A24B,Dropout prevention is recommended on basis of academic performance
F1A24C,Dropout prevention is recommended on basis of teacher referral
F1A24D,Dropout prevention is recommended on basis of counselor referral
F1A24E,Dropout prevention is recommended on basis of parental request
F1A24F,Dropout prevention is recommended on basis of student request
F1A24G,Dropout prevention is recommended on basis of disciplinary problems
F1A25A,Dropout prevention offers special instructional programs
F1A25B,Dropout prevention offers focus on vocational/technical education
F1A25C,Dropout prevention offers individual/group counseling
F1A25D,Dropout prevention offers health care
F1A25E,Dropout prevention offers incentives for better attendance/performance
F1A25F,Dropout prevention offers close monitoring of attendance/performance
F1A25G,Dropout prevention offers childcare/nurseries for student^s children
F1A25H,Dropout prevention offers cultural interaction
F1A25I,Dropout prevention offers anger management
F1A27,# of part-time teachers
F1A28,# of full-time teachers left at end of 2002-2003 school year
F1A29AP,# of full-time teachers have less than Bachelor^s degree (public)
F1A29BP,# of full-time teachers whose highest degree is Bachelor^s (Public)
F1A29BP,# of full-time teachers with highest degree of Bachelor^s (Public)
F1A29CP,# of full-time teachers whose highest degree is Master^s
F1A29DP,# of full-time teachers whose highest degree is EdD or PhD
F1A29DP,# of full-time teachers with highest degree of EdD or PhD
F1A29EP,# of full-time teachers whose highest degree is unknown
F1A30,# of full-time library media resource center staff members
F1A31,# of part-time library media resource center staff members
F1A32A,% of full-time teachers are Hispanic
